FECHA,TIPO DE MOVIMIENTO,PROYECTO,DESCRIPCION,CATEGORIA/DETALLE,DETALLE,IMPORTE CONTABLE,CUENTA JUAN CARLOS,PAYO SANTIAGO,BANCOLOMBIA,HOTMART JSD,PAYO JSD,PAYO FRAN,JERWIN PERÚ,BINANCE,
29 de noviembre de 2025,,AGENCIA X,Costo de servicio de hosting Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 14.0,,,,
29 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de noviembre de 2025,SALIDA CONTABLE,GERSSON L9,Traslado de utilidades,CORTE UTILIDADES,Corte general,"-$ 33,213.0 ",,,,,,,,,
30 de noviembre de 2025,,INFOPRODUCTOS X,Ventas de infoproductos,Ingresos por Proyecto,Hotmart,,,,," $ 3,735.4 ",,,,,
30 de noviembre de 2025,,GERSSON BLACKFRIDAY,Ventas de infoproductos,Ingresos por Proyecto,Hotmart,,,,," $ 7,394.0 ",,,,,
30 de noviembre de 2025,,GERSSON L9,Ventas de infoproductos,Ingresos por Proyecto,Hotmart,," $ 4,390.0 ",,," $ 54,554.0 ",,,,,
30 de noviembre de 2025,,TERENCE,Ventas de infoproductos,Ingresos por Proyecto,Hotmart,,,,," $ 2,004.0 ",,,,,
30 de noviembre de 2025,SALIDA CONTABLE,GERSSON BLACKFRIDAY,Traslado de utilidades,CORTE UTILIDADES,Corte general,"-$ 4,991.0 ",,,,,,,,,
30 de noviembre de 2025,SALIDA CONTABLE,GERSSON VENTA DIRECTA,Traslado de utilidades,CORTE UTILIDADES,Corte general,"-$ 1,937.0 ",,,,,,,,,
30 de noviembre de 2025,SALIDA CONTABLE,GERSSON L8,Traslado de utilidades,CORTE UTILIDADES,Corte general,"-$ 1,950.0 ",,,,,,,,,
30 de noviembre de 2025,SALIDA CONTABLE,ADRIANA,Traslado de utilidades a proyectos,Distribución de Utilidades,Corte general,"-$ 2,033.0 ",,,,,,,,,
30 de noviembre de 2025,SALIDA CONTABLE,TERENCE,Traslado de utilidades a proyectos,Distribución de Utilidades,Corte general,"-$ 1,000.0 ",,,,,,,,,
30 de noviembre de 2025,SALIDA CONTABLE,INFOPRODUCTOS X,Traslado de utilidades a proyectos,Distribución de Utilidades,Corte general,-$ 457.0,,,,,,,,,
30 de noviembre de 2025,INGRESO CONTABLE,AGENCIA X,Traslado de excedente para repartir,Ingresos por Proyecto,Ingresos por Proyecto," $ 45,581.0 ",,,,,,,,,
30 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de noviembre de 2025,,GERSSON VENTA DIRECTA,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 826.3,,,,
30 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 71.4,,,,
1 de diciembre de 2025,,FONDO LIBRE,Repartición de utilidades a Daniel Martinez,Distribución de Utilidades,Daniel Martinez,,,,,,"-$ 4,697.0 ",,,,
1 de diciembre de 2025,,FONDO LIBRE,Repartición de utilidades a Francisco,Distribución de Utilidades,Francisco,,,,,,"-$ 9,618.0 ",,,,
1 de diciembre de 2025,,FONDO LIBRE,Repartición de utilidades a Juan Carlos,Distribución de Utilidades,Juan Carlos Barros Alfaro,,"-$ 9,618.0 ",,,,,,,,
1 de diciembre de 2025,,FONDO LIBRE,Repartición de utilidades a Santiago,Distribución de Utilidades,Santiago Ciro,,,,,,"-$ 9,618.0 ",,,,
1 de diciembre de 2025,INGRESO CONTABLE,FONDO LIBRE,Traslado de utilidades,Ingresos por Proyecto,Ingresos por Proyecto," $ 33,552.0 ",,,,,,,,,
1 de diciembre de 2025,,AGENCIA X,Pago de nómina de Diciembre,Nómina,Nómina,,,,,,"-$ 4,225.0 ",,,,
1 de diciembre de 2025,SALIDA CONTABLE,AGENCIA X,Traslado de utilidades,Ingresos por Proyecto,Ingresos por Proyecto,"-$ 33,552.0 ",,,,,,,,,
1 de diciembre de 2025,,GERSSON BLACK 25,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 141.7,,,,
1 de diciembre de 2025,,GERSSON BLACK 25,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 70.9,,,,
1 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de diciembre de 2025,,GERSSON BLACK 25,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 225.0,,,,
1 de diciembre de 2025,,GERSSON BLACK 25,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 112.5,,,,
1 de diciembre de 2025,,AGENCIA X,Pago de suscripción a GreatPages,Suscripciones,GreatPages,,,,,,-$ 52.5,,,,
2 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de diciembre de 2025,,GERSSON BLACK 25,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 44.5,,,,
2 de diciembre de 2025,,TERENCE BLACK 25,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 636.6,,,,
2 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
3 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
3 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
3 de diciembre de 2025,,INFOPRODUCTOS X,Pago de suscripción a Cursor,Suscripciones,Cursor,,,,,,-$ 7.6,,,,
3 de diciembre de 2025,,AGENCIA X,Pago de servicio de hosting Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 20.0,,,,
3 de diciembre de 2025,,AGENCIA X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 9.6,,,,
4 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
4 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Google,Marketing,Google Ads,,,,,,-$ 60.0,,,,
4 de diciembre de 2025,,AGENCIA X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 30.6,,,,
6 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de diciembre de 2025,,INFOPRODUCTOS X,Pago de tarifa de envío,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 60.0,,,,
6 de diciembre de 2025,,AGENCIA X,Pago de boleto aéreo,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 40.0,,,,
6 de diciembre de 2025,,AGENCIA X,Pago de servicio de hosting Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 567.1,,,,
6 de diciembre de 2025,,AGENCIA X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 15.1,,,,
7 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
7 de diciembre de 2025,,INFOPRODUCTOS X,Pago en La Biferia,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 60.1,,,,
7 de diciembre de 2025,,AGENCIA X,Pago en El Chuzales,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 182.8,,,,
7 de diciembre de 2025,,AGENCIA X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 55.3,,,,
8 de diciembre de 2025,,INFOPRODUCTOS X,Pago de suscripción a Hotmart,Suscripciones,Hotmart,,,,,,-$ 60.0,,,,
8 de diciembre de 2025,,AGENCIA X,Pago de software abestpdfcom,Software,abestpdfcom,,,,,,-$ 99.0,,,,
8 de diciembre de 2025,,AGENCIA X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 2.0,,,,
9 de diciembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
9 de diciembre de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *8U2J46ZV22),GASTOS PUBLICITARIOS,GASTOS PUBLICITARIOS,,,,,,-$ 60.0,,,,
9 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Flodesk,Suscripciones,Flodesk,,,,,,-$ 38.4,,,,
10 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
10 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 17.6,,,,
10 de diciembre de 2025,,TRASLADO,Pago a Bancolombia,Pagos a Terceros,Pago a Bancolombia,,,,,,"-$ 1,155.3 ",,,,
10 de diciembre de 2025,,GERSSON L9,Pago a Gersson Lopez,Pagos a Terceros,Pago a Gersson Lopez,,,,,,-$ 788.0,,,,
10 de diciembre de 2025,,TRASLADO,Ingreso de Gersson Lopez,Transferencias Internas,Traslado entre cuentas,,,,,," $ 1,124.5 ",,,,
10 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 0.4,,,,
11 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
11 de diciembre de 2025,,AGENCIA X,Pago desde Hotmart,Retiros,Hotmart,,,,,"-$ 4,221.0 "," $ 4,221.0 ",,,,
11 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 65.1,,,,
12 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
13 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
13 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
13 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Capcut,Suscripciones,Capcut,,,,,,-$ 16.3,,,,
14 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 12.0,,,,
15 de diciembre de 2025,,HOTMART,Pago desde Hotmart,Retiros,Hotmart,,,,,"-$ 4,886.0 "," $ 4,886.0 ",,,,
16 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 2.1,,,,
18 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 35.9,,,,
18 de diciembre de 2025,,AGENCIA X,Pago a Bancolombia,Pagos a Terceros,Pago a Bancolombia,,,,,,-$ 263.6,,,,
19 de diciembre de 2025,,HOTMART,Pago desde Hotmart,Retiros,Hotmart,,,,,"-$ 11,480.3 "," $ 11,480.3 ",,,,
20 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
20 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para StreamYard,Suscripciones,StreamYard,,,,,,-$ 53.9,,,,
21 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
21 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 15.5,,,,
21 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 13.6,,,,
21 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 10.1,,,,
22 de diciembre de 2025,,GERSSON L10,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 311.7,,,,
22 de diciembre de 2025,,AGENCIA X,Pago a Bancolombia,Pagos a Terceros,Pago a Bancolombia,,,,,,"-$ 3,870.1 ",,,,
23 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
23 de diciembre de 2025,,AGENCIA X,Pago a Bancolombia,Ingresos por Proyecto,Bancolombia,,,,,,-$ 510.2,,,,
24 de diciembre de 2025,,AGENCIA X,Pago a Bancolombia,Pagos a Terceros,Pago a Bancolombia,,,,,,-$ 660.8,,,,
25 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
27 de diciembre de 2025,,GERSSON L10,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
27 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
29 de diciembre de 2025,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
29 de diciembre de 2025,,AGENCIA X,Cargos de tarjeta para Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 22.3,,,,
31 de diciembre de 2025,,GERSSON L10,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
31 de diciembre de 2025,,INFOPRODUCTOS X,Ventas de Hotmart,Ingresos por Proyecto,Hotmart,,,,," $ 2,566.0 ",,,,,
31 de diciembre de 2025,,GERSSON BLACK 25,Ventas de Hotmart,Ingresos por Proyecto,Hotmart,,,,," $ 3,419.0 ",,,,,
31 de diciembre de 2025,,TERENCE BLACK 25,Ventas de Hotmart,Ingresos por Proyecto,Hotmart,,,,," $ 1,044.0 ",,,,,
1 de enero de 2026,,AGENCIA X,Mantenimiento anual de la agencia,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 30.0,,,,
3 de enero de 2026,,GERSSON L10,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
3 de enero de 2026,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 25.9,,,,
3 de enero de 2026,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
3 de enero de 2026,,AGENCIA X,Cargos de tarjeta para Stape,Suscripciones,Stape,,,,,,-$ 20.2,,,,
4 de enero de 2026,,GERSSON L10,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
5 de enero de 2026,,INFOPRODUCTOS X,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
5 de enero de 2026,,GERSSON L10,Cargos de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,"-$ 1,454.0 ",,,,
5 de enero de 2026,,AGENCIA X,Cargo de tarjeta GreatApps,Software,GreatPages,,,,,,-$ 51.5,,,,
6 de enero de 2026,,REISY L1,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 20.0,,,,
6 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 965.0,,,,
6 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,454.0 ",,,,
6 de enero de 2026,,AGENCIA X,Cargo de tarjeta Hotmart,Ingresos por Proyecto,Hotmart,,,,,,-$ 100.8,,,,
6 de enero de 2026,,AGENCIA X,Cargo de tarjeta Google One,Software,Google One,,,,,,-$ 30.6,,,,
6 de enero de 2026,,AGENCIA X,Cargo de tarjeta Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 15.0,,,,
7 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,129.0 ",,,,
7 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 965.0,,,,
7 de enero de 2026,,REISY L1,Pago a Juan Carlos Barros Alfaro,Pagos a Terceros,Pago a Juan Carlos Barros Alfaro,,,,,,"-$ 10,004.0 ",,,,
8 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,056.0 ",,,,
8 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,129.0 ",,,,
8 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
8 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
8 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,129.0 ",,,,
9 de enero de 2026,,AGENCIA X,Cargo de tarjeta Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 16.1,,,,
9 de enero de 2026,,AGENCIA X,Cargo de tarjeta Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 66.5,,,,
10 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
10 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,434.0 ",,,,
10 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
10 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
10 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
10 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,434.0 ",,,,
10 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,434.0 ",,,,
10 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
10 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
10 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
10 de enero de 2026,,AGENCIA X,Cargo de tarjeta STAPE INC.,Suscripciones,Stape,,,,,,-$ 23.3,,,,
10 de enero de 2026,,GERSSON L10,Cargo de tarjeta MANYCHAT.COM,Suscripciones,ManyChat,,,,,,"-$ 1,010.0 ",,,,
10 de enero de 2026,,AGENCIA X,Cargo de tarjeta FLODESK.COM,Suscripciones,Flodesk,,,,,,-$ 38.4,,,,
11 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,434.0 ",,,,
11 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
11 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
11 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,434.0 ",,,,
11 de enero de 2026,,REISY L1,Cargo de tarjeta NIFTYIMAGES,Suscripciones,Nifty,,,,,,-$ 25.3,,,,
11 de enero de 2026,,AGENCIA X,Cargo de tarjeta CapCut,Suscripciones,CapCut,,,,,,-$ 16.6,,,,
12 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,710.0 ",,,,
12 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
12 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
12 de enero de 2026,,GERSSON L10,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,"-$ 1,434.0 ",,,,
12 de enero de 2026,,AGENCIA X,"Cargo de tarjeta CURSOR, AI POWERED IDE",Suscripciones,Cursor,,,,,,-$ 20.2,,,,
13 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
13 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
14 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
14 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
14 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
14 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
15 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
15 de enero de 2026,,INFOPRODUCTOS X,Cargo de tarjeta FACEBK,Marketing,Facebook Ads,,,,,,-$ 100.0,,,,
16 de enero de 2026,,HOTMART,Pago de Hotmart,Retiros,Hotmart,,,,,"-$ 3,497.0 "," $ 3,497.0 ",,,,
18 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
18 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
18 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
18 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
18 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
18 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
18 de enero de 2026,,AGENCIA X,Carga de tarjeta para StreamYard,Suscripciones,StreamYard,,,,,,-$ 53.9,,,,
19 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
19 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
19 de enero de 2026,,REISY L1,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 50.5,,,,
19 de enero de 2026,,REISY L1,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 50.5,,,,
19 de enero de 2026,,REISY L1,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 50.5,,,,
19 de enero de 2026,,REISY L1,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 50.5,,,,
19 de enero de 2026,,REISY L1,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 50.5,,,,
19 de enero de 2026,,REISY L1,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 10.1,,,,
20 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
20 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
20 de enero de 2026,,SANTIAGO,Carga de tarjeta para Fiverr,Servicios Profesionales,Fiverr,,,,,,-$ 56.3,,,,
20 de enero de 2026,,REISY L1,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 50.5,,,,
21 de enero de 2026,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
